Icon,Code,Name,Icon ,Code ,Name 
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/blinds-open.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/blinds-open.svg)"></span>, <code>F011</code>, blinds-open, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/door-closed-lock.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/door-closed-lock.svg)"></span>, <code>F0AF</code>, door-closed-lock
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/garage-open-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/garage-open-variant.svg)"></span>, <code>F2D4</code>, garage-open-variant, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/door-open.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/door-open.svg)"></span>, <code>E81C</code>, door-open
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/garage-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/garage-variant.svg)"></span>, <code>F2D3</code>, garage-variant, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/key-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/key-variant.svg)"></span>, <code>E30B</code>, key-variant
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/window-shutter.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/window-shutter.svg)"></span>, <code>F11C</code>, window-shutter, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/lock.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/lock.svg)"></span>, <code>E33E</code>, lock
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/window-shutter-alert.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/window-shutter-alert.svg)"></span>, <code>F11D</code>, window-shutter-alert, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/lock-open-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/lock-open-variant.svg)"></span>, <code>EFC6</code>, lock-open-variant
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/window-shutter-open.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/window-shutter-open.svg)"></span>, <code>F11E</code>, window-shutter-open, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shield-check.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shield-check.svg)"></span>, <code>E565</code>, shield-check
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/bell.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/bell.svg)"></span>, <code>E09A</code>, bell, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shield-home.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shield-home.svg)"></span>, <code>E68A</code>, shield-home
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/cellphone.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/cellphone.svg)"></span>, <code>E11C</code>, cellphone, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shield-lock.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shield-lock.svg)"></span>, <code>E99D</code>, shield-lock
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/dishwasher.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/dishwasher.svg)"></span>, <code>EAAC</code>, dishwasher, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/window-closed-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/window-closed-variant.svg)"></span>, <code>F1DB</code>, window-closed-variant
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/engine.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/engine.svg)"></span>, <code>E1FA</code>, engine, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/monitor-speaker.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/monitor-speaker.svg)"></span>, <code>EF5F</code>, monitor-speaker
